stats_src,stats_t,kl,noise_src,noise_t,feat_dist,case_id
"{'mean': np.float32(0.21842895), 'std': np.float32(0.28923652), 'median': np.float32(0.007222426), 'p10': np.float32(0.007222426), 'p90': np.float32(0.70773655), 'skew': np.float64(1.1384185552597046), 'kurtosis': np.float32(-0.024122715)}","{'mean': np.float32(0.17834482), 'std': np.float32(0.28037596), 'median': np.float32(0.0074654263), 'p10': np.float32(0.0074654263), 'p90': np.float32(0.65775305), 'skew': np.float64(1.4075376987457275), 'kurtosis': np.float32(0.6248474)}",0.0631624117243145,0.07212461531162262,0.07166790217161179,11.687945365905762,case_000
"{'mean': np.float32(0.21242201), 'std': np.float32(0.28911626), 'median': np.float32(0.007404688), 'p10': np.float32(0.007404688), 'p90': np.float32(0.6981213), 'skew': np.float64(1.1806789636611938), 'kurtosis': np.float32(0.07544875)}","{'mean': np.float32(0.12146463), 'std': np.float32(0.23195203), 'median': np.float32(0.009465649), 'p10': np.float32(0.009465649), 'p90': np.float32(0.49941984), 'skew': np.float64(2.1506266593933105), 'kurtosis': np.float32(3.6922612)}",3.1441147746063933,0.0732778012752533,0.06810711324214935,13.135821342468262,case_001
"{'mean': np.float32(0.25422844), 'std': np.float32(0.30666938), 'median': np.float32(0.043103974), 'p10': np.float32(0.009707552), 'p90': np.float32(0.7523658), 'skew': np.float64(0.928484320640564), 'kurtosis': np.float32(-0.50855565)}","{'mean': np.float32(0.14396013), 'std': np.float32(0.26039067), 'median': np.float32(0.007526158), 'p10': np.float32(0.007526158), 'p90': np.float32(0.62926024), 'skew': np.float64(1.8104599714279175), 'kurtosis': np.float32(2.008429)}",4.491330024225845,0.10530887544155121,0.07123234122991562,12.330900192260742,case_002
"{'mean': np.float32(0.26496005), 'std': np.float32(0.3109026), 'median': np.float32(0.077223614), 'p10': np.float32(0.0098284595), 'p90': np.float32(0.75196874), 'skew': np.float64(0.8506715297698975), 'kurtosis': np.float32(-0.65603805)}","{'mean': np.float32(0.16117704), 'std': np.float32(0.2681479), 'median': np.float32(0.007708308), 'p10': np.float32(0.007708308), 'p90': np.float32(0.6418084), 'skew': np.float64(1.632746696472168), 'kurtosis': np.float32(1.4121733)}",4.077120053388331,0.09979484975337982,0.07635575532913208,12.258458137512207,case_003
